,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,basement_exist,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
3355,7212650850,2015-04-27,304000.0,3,2.5,1710,6773,2.0,3,8,1710,0.0,1993,98003,47.2635,-122.31200000000001,2220,7551
3356,9158800090,2014-07-03,400000.0,4,2.25,2230,7200,1.0,4,7,1300,1.0,1963,98133,47.7648,-122.33,2010,7752
3357,7820000038,2014-11-14,454000.0,3,2.0,1700,10000,2.0,3,8,1700,0.0,1992,98011,47.7661,-122.205,1460,9621
3358,7135300026,2014-12-24,160000.0,2,2.0,1040,4750,1.0,2,6,850,1.0,1950,98118,47.5293,-122.272,1350,5000
3361,3793501130,2015-03-16,418000.0,4,2.5,2750,8471,2.0,3,7,2750,0.0,2003,98038,47.3671,-122.029,2610,7482
3364,9558020600,2015-04-07,425000.0,4,2.5,2460,5440,2.0,3,9,2460,0.0,2003,98058,47.448,-122.12100000000001,2460,5124
3368,9551201250,2014-09-02,750000.0,3,1.0,1640,6516,1.5,4,7,1440,1.0,1935,98103,47.6693,-122.339,1770,4000
3369,3544400236,2014-07-07,494000.0,2,1.0,1290,4650,1.0,4,7,1290,0.0,1906,98115,47.6877,-122.325,1640,3900
3371,8682291390,2015-04-03,705000.0,2,2.5,2305,5580,1.0,3,8,2305,0.0,2007,98077,47.7203,-122.024,1440,5748
3373,2935400100,2014-05-22,625000.0,3,1.75,2060,12558,1.0,4,7,1350,1.0,1984,98052,47.6659,-122.14399999999999,1850,8722
3376,1775801340,2014-06-06,415000.0,3,1.75,1910,12596,1.0,3,7,1340,1.0,1977,98072,47.7399,-122.09899999999999,1550,13310
3377,3574801780,2014-05-05,485000.0,4,3.0,2340,7048,1.0,4,8,1340,1.0,1979,98034,47.7306,-122.227,1440,8088
3385,8901001335,2014-11-03,637000.0,4,2.75,2850,7510,2.0,3,8,2850,0.0,2008,98125,47.7097,-122.305,1510,8833
3389,1917300025,2015-01-27,122000.0,2,1.0,860,6000,1.0,3,6,860,0.0,1945,98022,47.2109,-121.985,1300,6000
3391,5332200026,2014-05-08,553650.0,2,2.5,1360,1349,2.0,3,8,1050,1.0,1997,98112,47.6254,-122.292,1430,4400
3392,3278602760,2015-02-03,369900.0,2,2.5,1770,1853,3.0,3,8,1770,0.0,2007,98126,47.5472,-122.37100000000001,1770,1924
3394,2172000750,2014-05-27,160000.0,2,1.0,1180,9350,1.0,3,6,1180,0.0,1918,98178,47.4889,-122.259,1780,9306
3396,249000115,2014-08-28,650000.0,3,1.0,1300,8266,1.0,4,7,1300,0.0,1953,98004,47.6337,-122.199,1300,8707
3401,1982200245,2015-01-27,726000.0,3,2.5,1890,3880,1.5,4,8,1460,1.0,1915,98107,47.6642,-122.36200000000001,1010,3880
3402,7905200037,2014-11-19,515000.0,3,1.75,1810,5733,1.0,4,7,1010,1.0,1926,98116,47.5709,-122.38799999999999,1260,4680
3406,1761300110,2014-07-02,260000.0,4,2.0,1620,7992,2.0,4,7,1620,0.0,1975,98031,47.395,-122.176,1710,7500
3408,7518503200,2014-07-01,459500.0,2,1.0,1250,3825,1.0,3,7,850,1.0,1929,98117,47.6805,-122.38,1370,4998
3409,3971700940,2014-09-30,330000.0,3,1.5,1430,8000,1.0,5,7,1430,0.0,1948,98155,47.772,-122.322,1410,9820
3410,1446403835,2014-11-03,189000.0,2,1.0,790,7128,1.0,3,6,790,0.0,1944,98168,47.4873,-122.324,1110,7150
3413,7227501745,2015-03-25,368000.0,4,2.0,3160,11193,1.0,5,6,2410,1.0,1942,98056,47.4937,-122.184,1020,5940
3414,2473350930,2014-06-09,390000.0,4,1.75,2700,7875,1.5,4,8,2700,0.0,1968,98058,47.45399999999999,-122.14399999999999,2220,7875
3415,6450303820,2014-09-30,245000.0,2,1.0,820,7475,1.0,3,6,820,0.0,1945,98133,47.7321,-122.34100000000001,1030,5720
3416,5469000100,2014-08-06,375000.0,4,2.5,1800,8432,1.0,4,7,1200,1.0,1960,98133,47.7463,-122.336,1780,8432
3420,6411600026,2014-10-03,475500.0,3,1.0,1500,9416,1.0,4,8,1500,0.0,1952,98133,47.7135,-122.33200000000001,1440,7200
3422,5363200266,2014-06-23,420000.0,3,2.0,1200,5029,1.0,3,6,880,1.0,1937,98115,47.6936,-122.294,1510,5854
3423,7518502490,2014-12-29,515000.0,3,2.0,1690,5100,1.5,5,7,1690,0.0,1907,98117,47.6801,-122.38,1690,5100
3424,7732400490,2014-11-05,732350.0,4,2.5,2270,7665,2.0,3,9,2270,0.0,1986,98052,47.6612,-122.148,2450,8706
3425,5416510110,2014-06-05,297500.0,4,2.5,1910,5000,2.0,3,7,1910,0.0,2005,98038,47.3608,-122.036,2020,5000
3426,8604900017,2014-10-08,475000.0,3,1.5,1640,2720,1.5,3,8,1640,0.0,1929,98115,47.6869,-122.31700000000001,1490,4375
3427,808300490,2015-05-05,414000.0,4,2.5,2120,6497,2.0,3,7,2120,0.0,2003,98019,47.7241,-121.95700000000001,2230,6300
3428,6855700115,2014-06-26,357250.0,3,1.5,1400,8840,1.0,4,6,1400,0.0,1952,98125,47.7273,-122.309,1260,8840
3429,9325800110,2014-10-30,289950.0,2,1.0,760,6000,1.0,4,6,760,0.0,1950,98133,47.7168,-122.34,950,6000
3434,3423049311,2014-10-17,216000.0,3,2.0,1260,4125,1.0,3,6,1260,0.0,1998,98188,47.4401,-122.279,1300,9091
3438,9328510100,2014-09-11,699000.0,4,2.5,2550,7312,2.0,3,9,2550,0.0,1988,98008,47.6441,-122.113,2330,7480
3439,6300500475,2014-09-02,412000.0,3,2.5,1553,1991,3.0,3,8,1553,0.0,2014,98133,47.7049,-122.34,1509,2431
3441,7813200115,2014-09-04,100000.0,2,1.0,790,6426,1.0,3,6,790,0.0,1944,98178,47.4933,-122.245,1380,6946
3445,9477001280,2014-05-06,425000.0,4,2.0,1520,7983,1.0,5,7,1520,0.0,1967,98034,47.7357,-122.193,1520,7783
3446,7905200147,2014-11-04,546000.0,2,1.0,1657,5031,2.0,3,7,1657,0.0,1910,98116,47.5699,-122.389,2050,6201
3447,6190701110,2015-04-20,419600.0,3,1.75,1680,8460,1.0,3,7,1180,1.0,1976,98133,47.7554,-122.353,1890,9529
3448,871001500,2014-06-23,735000.0,4,2.25,2270,5102,1.0,5,8,1340,1.0,1954,98199,47.6528,-122.40799999999999,1800,5102
3450,3693900245,2014-07-07,445000.0,2,2.0,1240,2500,2.0,3,7,1240,0.0,1985,98117,47.6793,-122.395,1660,5000
3454,1568100076,2014-12-10,345950.0,5,1.0,1340,11198,1.5,3,8,1340,0.0,1934,98155,47.736000000000004,-122.295,1390,8020
3457,3204300090,2014-11-10,640000.0,3,1.0,1210,3720,2.0,4,8,1210,0.0,1930,98112,47.6317,-122.301,1560,6000
3458,3023039066,2015-03-23,329500.0,3,1.0,1810,13068,1.0,4,7,1360,1.0,1941,98070,47.4482,-122.462,1400,13068
3462,621069113,2014-12-18,200000.0,3,1.5,1090,10454,1.0,3,6,1090,0.0,1963,98042,47.3425,-122.08200000000001,1230,12196
3464,7518504291,2014-12-15,535000.0,2,1.0,1520,3360,1.0,4,7,830,1.0,1927,98117,47.6815,-122.382,1470,3774
3466,2313900165,2014-07-30,479200.0,3,2.0,1510,3750,1.5,4,7,1510,0.0,1928,98116,47.5737,-122.383,1500,5000
3467,2122059206,2014-05-13,373000.0,5,2.5,3001,5710,2.0,3,8,3001,0.0,2006,98042,47.3727,-122.177,2340,5980
3468,9282801720,2015-03-19,355000.0,4,1.5,2020,6000,1.0,4,7,1010,1.0,1953,98178,47.5019,-122.235,1710,6000
3470,2493200015,2014-06-20,380000.0,3,1.5,1520,4288,1.0,3,7,1020,1.0,1949,98136,47.5284,-122.387,1660,4288
3471,9550202870,2015-02-09,417000.0,2,1.75,1090,4590,1.0,4,7,790,1.0,1915,98105,47.6677,-122.324,1390,4080
3475,1446401220,2014-10-09,226950.0,2,1.0,930,6600,1.0,3,6,930,0.0,1957,98168,47.4868,-122.33,1250,6600
3478,3629870110,2015-04-22,595000.0,3,2.5,1910,3075,2.0,3,8,1910,0.0,2001,98029,47.5491,-122.005,1940,3485
3479,8651400750,2014-10-28,209950.0,3,1.75,1100,5525,1.0,5,6,1100,0.0,1968,98042,47.3625,-122.084,1050,5200
3481,3352402250,2014-10-21,119900.0,2,1.0,700,3180,1.0,3,6,480,1.0,1951,98178,47.4976,-122.262,1760,6360
3484,2523039278,2014-06-24,324950.0,3,1.5,1460,8710,1.0,3,7,1460,0.0,1955,98166,47.4561,-122.35700000000001,1400,8645
3487,4410600100,2014-12-04,325088.0,4,1.0,1400,6739,1.0,3,7,1000,1.0,1954,98108,47.5402,-122.29799999999999,1500,6380
3492,461005360,2014-11-07,697000.0,4,3.0,2820,2850,1.5,5,7,1860,1.0,1928,98117,47.6813,-122.367,1570,4500
3493,461004195,2014-11-04,457500.0,2,1.0,840,5000,1.0,4,7,840,0.0,1908,98117,47.6803,-122.37100000000001,1240,5000
3494,9547204350,2014-05-19,690000.0,3,2.0,1610,5100,1.5,5,8,1610,0.0,1940,98115,47.6825,-122.307,1740,5100
3498,9523103001,2014-10-13,389000.0,2,1.0,850,3276,1.0,3,6,850,0.0,1910,98103,47.6742,-122.35,1460,4100
3502,8121100265,2014-05-21,635000.0,4,2.25,2750,6180,1.0,4,8,1500,1.0,1948,98118,47.5691,-122.28399999999999,1740,6180
3503,2817100900,2014-05-19,256500.0,2,1.0,1120,9912,1.0,4,6,1120,0.0,1980,98070,47.3735,-122.43,1540,9750
3504,3578700017,2015-01-23,695000.0,4,2.5,3010,11393,2.0,3,8,3010,0.0,2005,98028,47.7389,-122.221,2810,11282
3509,2617370090,2014-10-19,338500.0,3,1.75,2130,5489,1.0,3,8,1370,1.0,1999,98070,47.4489,-122.456,1750,7200
3511,6648760100,2014-07-11,299950.0,3,2.5,1600,9830,2.0,4,8,1600,0.0,1993,98001,47.339,-122.266,1890,8910
3512,798000337,2014-07-31,325000.0,4,1.75,1950,12500,1.0,3,7,1330,1.0,1963,98168,47.4999,-122.32700000000001,1760,11520
3513,1737300110,2014-08-26,434000.0,4,3.0,2010,8171,2.0,3,8,2010,0.0,1973,98011,47.7688,-122.21799999999999,2090,8203
3514,2817800100,2014-07-01,328950.0,4,1.75,2550,8976,1.0,5,7,1300,1.0,1978,98058,47.4286,-122.179,2220,9477
3517,1997200165,2014-09-16,802000.0,3,2.25,2170,5001,2.0,3,8,2170,0.0,2014,98103,47.6937,-122.338,1700,6991
3518,4083301645,2014-10-24,525000.0,3,1.0,1550,6840,1.5,3,7,1550,0.0,1918,98103,47.6572,-122.335,2370,4560
3521,2426039313,2015-02-18,277500.0,2,1.5,1190,1236,3.0,3,7,1190,0.0,2005,98133,47.7274,-122.35700000000001,1390,1756
3523,8005100025,2014-09-19,195000.0,3,1.0,1510,4350,1.5,5,6,1510,0.0,1913,98022,47.2052,-121.98700000000001,1210,5500
3524,2891000750,2014-08-21,222000.0,3,2.0,1200,6074,1.0,3,7,1200,0.0,1968,98002,47.325,-122.205,1430,6338
3525,5456000110,2015-04-16,865000.0,5,3.0,2830,8854,1.0,4,8,1500,1.0,1979,98040,47.5743,-122.209,2260,8604
3527,2979801095,2014-12-09,495800.0,4,1.5,1710,4600,1.5,3,7,1710,0.0,1924,98115,47.6847,-122.318,1740,4455
3529,2221000100,2014-05-07,310000.0,3,1.75,1840,10723,1.0,4,7,1220,1.0,1974,98058,47.428999999999995,-122.154,1590,9820
3530,5070000100,2014-07-11,205000.0,3,1.5,1820,8585,1.0,4,7,1820,0.0,1962,98055,47.4479,-122.213,1740,10088
3533,2026049125,2015-05-01,310000.0,2,2.0,1030,2271,3.0,3,7,1030,0.0,1999,98125,47.7263,-122.314,1439,1387
3534,1844500025,2015-03-25,355000.0,4,1.0,1410,7693,1.5,4,7,1410,0.0,1953,98133,47.7604,-122.331,1330,8395
3539,7968200090,2014-08-19,335000.0,4,2.5,2210,7214,2.0,3,8,2210,0.0,2003,98003,47.3554,-122.29799999999999,2270,7246
3540,5379802816,2015-02-24,197000.0,4,1.0,1360,11175,1.0,3,7,1360,0.0,1961,98188,47.4551,-122.272,1340,9702
3542,7300700056,2014-10-29,436000.0,3,2.25,2120,6710,1.0,5,7,1420,1.0,1959,98155,47.7461,-122.324,1880,6960
3543,1257201130,2014-10-01,1020000.0,4,2.5,2700,4590,2.0,3,8,2700,0.0,2002,98103,47.6734,-122.329,2080,3570
3545,7504400750,2015-01-05,652427.0,4,2.25,2770,13129,2.0,4,8,2770,0.0,1979,98074,47.6268,-122.05,2400,13129
3548,1326039039,2014-07-29,334550.0,2,1.0,880,12000,1.0,3,7,880,0.0,1939,98133,47.7436,-122.35600000000001,1960,9395
3550,6385900090,2014-11-03,277500.0,4,2.25,1660,7184,1.0,3,7,1110,1.0,1963,98188,47.4678,-122.294,1640,7200
3551,7229000025,2014-07-07,300000.0,4,3.0,2200,10800,1.0,3,6,2200,0.0,1960,98058,47.4476,-122.169,1430,10800
3552,6145602355,2015-02-25,325000.0,4,1.0,1640,3844,1.5,4,7,1460,1.0,1928,98133,47.7017,-122.354,1230,3844
3557,1257201295,2014-07-08,480000.0,2,1.0,1060,3040,1.0,3,7,860,1.0,1924,98103,47.6725,-122.329,1470,3814
3562,8731800300,2014-07-23,299000.0,3,2.25,1940,9100,1.0,4,8,1630,1.0,1966,98023,47.3133,-122.36399999999999,2080,9100
3566,9460000110,2014-09-24,280000.0,3,1.75,2630,6500,1.0,3,7,1330,1.0,1958,98055,47.4878,-122.221,2520,6500
3567,7888780090,2014-11-21,277950.0,3,2.5,2100,6021,2.0,3,7,2100,0.0,1992,98023,47.2917,-122.375,2091,7547
3570,6600490300,2015-01-26,230000.0,2,2.0,1300,3608,1.0,3,7,1300,0.0,2004,98198,47.3623,-122.309,1510,3608
3575,8151600590,2015-03-12,360000.0,2,1.0,2320,11250,2.0,4,6,2320,0.0,1942,98146,47.504,-122.36200000000001,1620,11250
3580,7129304085,2014-07-08,330000.0,3,2.25,2220,4060,1.0,3,7,1330,1.0,1993,98118,47.5188,-122.265,1930,5625
3581,104540820,2014-08-12,221000.0,3,2.25,1430,5999,2.0,3,7,1430,0.0,1987,98023,47.3116,-122.35799999999999,1600,5999
3584,8127700215,2015-04-09,862000.0,4,2.25,2220,4200,1.5,5,8,1310,1.0,1932,98199,47.6418,-122.39399999999999,2020,4940
3585,7348200115,2014-06-19,200000.0,3,1.5,1140,8340,1.0,3,7,1140,0.0,1960,98168,47.4773,-122.28,1140,8340
3586,7752200100,2014-09-30,630000.0,4,2.5,2540,11100,1.0,5,7,2540,0.0,1957,98008,47.6317,-122.124,1560,11100
3587,3904901570,2015-03-20,432250.0,3,2.25,1440,6232,2.0,3,7,1440,0.0,1985,98029,47.5658,-122.01799999999999,1740,5999
3588,1238501116,2015-01-23,478000.0,3,2.25,1570,9500,1.0,4,7,1070,1.0,1977,98033,47.6843,-122.185,2250,9583
3589,9392500100,2014-07-23,249000.0,4,2.25,1860,9576,1.0,3,7,1400,1.0,1962,98032,47.3612,-122.28399999999999,1860,9576
3594,2473100090,2014-12-02,270000.0,5,1.5,1930,7480,2.0,3,7,1930,0.0,1966,98058,47.4503,-122.15700000000001,1480,7705
3596,104530490,2014-05-16,248000.0,4,3.5,1850,6519,2.0,3,7,1130,1.0,1986,98023,47.3087,-122.354,1280,6664
3601,7571200110,2014-07-28,328000.0,2,1.0,700,4350,1.0,3,6,700,0.0,1943,98116,47.5577,-122.391,1620,5100
3603,3342103148,2015-02-13,502500.0,5,2.5,2430,6168,2.0,3,8,2430,0.0,2007,98056,47.5237,-122.199,2150,8400
3605,8658303585,2014-08-07,252500.0,2,1.0,900,7500,1.0,4,6,900,0.0,1961,98014,47.6481,-121.916,1190,10000
3606,1115400090,2014-08-21,610000.0,3,2.5,2060,8893,2.0,3,8,2060,0.0,1987,98006,47.5615,-122.165,2650,8500
3607,4400800061,2014-07-25,419000.0,4,2.0,2180,10447,1.0,4,8,1280,1.0,1969,98155,47.7675,-122.279,2190,10987
3608,4137000590,2014-07-17,322500.0,4,2.25,2140,9377,2.0,4,8,2140,0.0,1986,98092,47.2649,-122.21799999999999,2030,7846
3612,4310702775,2015-02-03,280000.0,2,1.5,800,1196,2.0,3,8,800,0.0,2003,98103,47.6972,-122.34100000000001,1020,1087
3618,4330600301,2014-07-18,218450.0,2,1.0,840,7425,1.0,4,6,840,0.0,1952,98166,47.4749,-122.339,1300,11674
3622,3693900985,2014-05-29,436500.0,2,1.0,1260,5000,1.0,3,7,1040,1.0,1951,98117,47.6782,-122.397,1510,5000
3624,2568800121,2014-09-11,512500.0,4,1.75,1540,8311,1.0,4,7,1540,0.0,1950,98125,47.7046,-122.29299999999999,1890,7996
3626,7811100100,2014-09-18,566000.0,4,1.75,1900,10297,1.0,4,8,1900,0.0,1966,98005,47.5944,-122.155,2220,9612
3628,2489200165,2014-08-07,435000.0,3,1.0,1050,5500,1.0,3,6,930,1.0,1920,98126,47.5402,-122.38,1410,5834
3630,1828001220,2014-10-07,550000.0,5,2.75,3000,9473,1.0,3,8,1500,1.0,1966,98052,47.6567,-122.13,2050,8820
3633,4249000100,2015-04-14,803000.0,4,2.5,2790,7673,2.0,3,9,2790,0.0,1989,98052,47.6692,-122.13600000000001,2740,7837
3635,7657000165,2014-07-30,200000.0,4,1.0,1070,7467,1.5,3,7,1070,0.0,1944,98178,47.4942,-122.235,1160,7467
3636,4302200535,2014-05-06,219000.0,2,1.0,900,5160,1.0,3,6,900,0.0,1952,98106,47.525,-122.35600000000001,900,5160
3639,1561600025,2014-06-03,712500.0,3,1.5,1660,8797,1.0,4,7,1660,0.0,1956,98004,47.5892,-122.20200000000001,2350,10053
3640,2813100100,2014-07-14,600000.0,4,1.5,1770,6014,1.5,4,7,1240,1.0,1946,98116,47.5773,-122.39299999999999,1740,6014
3641,3179100755,2015-03-30,554663.0,3,2.0,1230,6802,1.5,3,7,1230,0.0,1940,98105,47.6712,-122.279,1850,6398
3643,1075100090,2014-09-24,390000.0,3,2.0,1710,8910,1.0,5,7,1710,0.0,1953,98133,47.7719,-122.338,1430,8493
3645,5451210100,2015-04-23,938000.0,4,2.5,2410,9886,1.0,5,8,1990,1.0,1975,98040,47.5351,-122.223,2530,10658
3646,7523900300,2015-04-07,370000.0,4,2.75,2310,14745,1.0,3,7,1410,1.0,1993,98198,47.376999999999995,-122.31,2060,9678
3648,4083303815,2015-04-21,695000.0,5,2.0,3160,3990,1.5,3,7,1870,1.0,1923,98103,47.653999999999996,-122.337,1780,4240
3652,8588000315,2014-06-24,225000.0,3,1.75,1330,13102,1.0,3,7,1330,0.0,1968,98003,47.3172,-122.322,1270,11475
3654,726049202,2015-05-06,335000.0,3,1.0,1020,10200,1.0,4,7,1020,0.0,1954,98133,47.7503,-122.348,1170,8188
3655,3629760110,2014-08-21,634000.0,3,2.5,2490,4904,2.0,3,9,2490,0.0,2003,98029,47.5451,-122.014,2370,4050
3656,8692800025,2014-05-14,337500.0,5,2.0,1700,7314,1.0,3,7,1000,1.0,1956,98108,47.549,-122.305,2000,7176
3663,7133300044,2014-06-29,397000.0,3,3.5,1360,1275,2.0,3,8,1240,1.0,2007,98144,47.5904,-122.315,1360,1275
3665,4038100110,2014-07-07,480000.0,3,2.25,1680,9090,1.0,4,7,1130,1.0,1959,98008,47.6068,-122.13,1960,9090
3673,7225000090,2014-10-17,245000.0,2,2.0,1070,4500,1.0,4,6,910,1.0,1932,98055,47.4896,-122.204,1280,4500
3674,1868901295,2014-07-29,660000.0,5,2.25,2540,3750,1.5,4,7,1510,1.0,1925,98115,47.6729,-122.29899999999999,1780,3750
3675,6072100490,2014-12-04,527500.0,4,2.25,2270,8480,1.0,5,8,1310,1.0,1973,98006,47.5448,-122.17399999999999,1910,9050
3678,7228500375,2015-02-10,430000.0,4,2.0,1990,4740,1.0,3,7,1080,1.0,1926,98122,47.6112,-122.303,1560,2370
3679,2891100820,2014-08-25,213500.0,3,1.0,1220,6000,1.0,4,7,1220,0.0,1968,98002,47.3245,-122.209,1420,6000
3682,3343903647,2014-10-28,436300.0,3,2.0,2320,9420,1.0,5,7,2320,0.0,1952,98056,47.5133,-122.196,2030,9420
3685,1231001110,2014-07-22,380000.0,3,1.0,920,3532,1.0,3,6,920,0.0,1910,98118,47.5539,-122.26799999999999,1250,4000
3686,6303401050,2015-02-20,132500.0,3,0.75,850,8573,1.0,3,6,600,1.0,1945,98146,47.503,-122.35600000000001,850,8382
3687,1003400245,2014-12-01,179950.0,3,1.0,1130,9907,1.0,3,7,1130,0.0,1954,98188,47.4362,-122.286,1320,9907
3688,7468900245,2015-04-20,188200.0,3,1.0,1260,7265,1.0,4,7,1260,0.0,1954,98002,47.2979,-122.22399999999999,940,7200
3689,5021900265,2014-07-02,659000.0,4,2.0,2090,10800,1.0,4,7,2090,0.0,1951,98040,47.5759,-122.223,2090,10800
3690,8100900015,2014-10-22,317000.0,3,2.0,2020,7260,1.5,3,7,1180,1.0,1926,98108,47.5496,-122.311,1400,5950
3692,4022900837,2014-06-13,350000.0,3,1.75,1820,9545,1.0,3,7,1230,1.0,1976,98155,47.7772,-122.296,1790,9530
3693,475001295,2014-06-25,750000.0,3,1.5,1840,5000,1.5,5,7,1340,1.0,1915,98107,47.6652,-122.36200000000001,1840,5000
3695,2767601390,2015-03-04,632500.0,4,2.0,1770,5000,2.0,4,7,1770,0.0,1906,98107,47.6748,-122.38600000000001,1550,5000
3696,6700400110,2014-07-02,223000.0,3,2.0,1110,7231,1.0,4,7,1110,0.0,1991,98031,47.4036,-122.191,1550,7245
3697,8860300300,2014-09-02,610000.0,4,2.75,2090,8400,1.0,4,8,1240,1.0,1976,98052,47.6872,-122.12299999999999,2340,9000
3699,1314300018,2015-03-24,367500.0,3,3.25,1400,1343,2.0,3,7,1160,1.0,2005,98118,47.5483,-122.277,1400,1326
3703,7585000110,2015-03-26,201700.0,3,1.0,1010,9576,1.0,4,7,1010,0.0,1967,98001,47.2956,-122.272,1540,9576
3705,5423030300,2014-05-19,525000.0,4,1.75,2420,7672,1.0,3,8,1480,1.0,1979,98027,47.5637,-122.085,2370,7699
3710,6127600110,2014-05-02,640000.0,4,2.0,1520,6200,1.5,3,7,1520,0.0,1945,98115,47.678000000000004,-122.26899999999999,1910,6200
3711,3423049165,2015-03-31,240000.0,3,1.0,1270,12733,1.0,3,7,1270,0.0,1955,98188,47.445,-122.27600000000001,1660,11536
3715,7282900025,2014-05-06,250000.0,3,1.0,1050,6874,1.0,3,6,1050,0.0,1954,98133,47.762,-122.355,1500,8954
3719,7739100015,2014-05-02,463000.0,3,1.75,1710,7320,1.0,3,7,1710,0.0,1948,98155,47.7512,-122.281,2260,8839
3720,9828702251,2014-06-23,579000.0,3,2.5,1640,1269,3.0,3,8,1640,0.0,2009,98112,47.6197,-122.3,1590,1231
3724,2919701105,2014-12-09,422000.0,2,1.75,1320,2609,1.0,4,7,920,1.0,1938,98117,47.6878,-122.366,1200,4220
3725,952003585,2015-02-09,866500.0,4,3.5,3080,4945,2.0,3,9,2010,1.0,2014,98126,47.5662,-122.37899999999999,1220,4945
3728,793200100,2014-12-18,360000.0,3,1.25,2350,6200,1.0,4,7,1320,1.0,1966,98007,47.5979,-122.135,2140,9543
3732,9297301015,2015-04-08,277284.0,3,1.75,1030,4800,1.0,3,6,930,1.0,1927,98126,47.566,-122.37299999999999,1540,4800
3733,585000008,2015-04-13,460000.0,2,1.0,1020,4002,1.0,5,7,1020,0.0,1953,98116,47.5828,-122.395,1780,5000
3736,2781250750,2014-08-28,222000.0,2,2.0,1360,3300,2.0,3,6,1360,0.0,2004,98038,47.3489,-122.022,1310,3300
3739,2473372250,2015-01-21,312500.0,3,1.75,1490,9493,1.0,4,8,1490,0.0,1976,98058,47.4514,-122.134,2440,9600
3740,7974700112,2014-07-14,650000.0,4,2.5,2530,6500,1.5,3,8,1720,1.0,1975,98115,47.6737,-122.28399999999999,2150,5280
3745,3383900057,2014-12-03,500000.0,3,3.25,1490,902,3.0,3,8,1220,1.0,2001,98102,47.6357,-122.324,1550,1092
3747,3126049436,2014-09-12,416000.0,3,2.5,1710,1296,3.0,3,8,1510,1.0,2004,98103,47.6963,-122.34200000000001,1610,1282
3749,9828700900,2014-05-05,549000.0,2,1.0,1140,5400,1.0,5,7,1140,0.0,1908,98112,47.6205,-122.294,1520,4800
3750,686400930,2014-08-25,589000.0,5,2.0,3930,10150,1.5,4,8,3070,1.0,1968,98008,47.6317,-122.11399999999999,2200,8190
3753,1254200015,2015-04-08,625000.0,3,2.5,2260,5500,1.5,3,7,1280,1.0,1910,98117,47.681000000000004,-122.38799999999999,1790,5355
3755,561000300,2014-06-23,345100.0,3,3.75,1950,8625,1.0,3,8,1360,1.0,1959,98178,47.505,-122.258,1950,6670
3756,399000195,2014-10-20,200000.0,3,1.0,960,7500,1.0,3,6,960,0.0,1953,98178,47.4966,-122.255,1250,6000
3761,5113400535,2014-05-07,750000.0,3,2.75,2520,5401,1.0,4,7,1360,1.0,1946,98119,47.6452,-122.37299999999999,1800,5036
3764,5621100115,2014-12-18,255000.0,2,1.0,740,5000,1.0,4,6,740,0.0,1926,98118,47.5298,-122.273,1170,4968
3770,9259900025,2014-07-14,430000.0,3,2.5,1440,7320,1.0,5,7,1440,0.0,1954,98125,47.7179,-122.316,1160,6941
3776,8635700025,2014-07-25,522000.0,3,1.75,1630,15600,1.0,3,7,1630,0.0,1958,98033,47.68,-122.165,1830,10850
3778,7243500025,2014-05-19,411000.0,4,2.75,2500,5257,2.0,3,8,2500,0.0,1966,98118,47.5293,-122.287,1660,5970
3779,3329510850,2015-03-06,286950.0,4,2.5,2080,9846,1.0,3,7,1240,1.0,1984,98001,47.3338,-122.26799999999999,1890,7977
3780,9521100855,2014-06-10,440000.0,3,1.5,1290,1286,3.0,3,7,1290,0.0,2000,98103,47.6617,-122.34899999999999,1720,1286
3782,723049156,2014-11-12,284700.0,3,1.0,1700,8645,1.0,3,6,1700,0.0,1955,98146,47.4899,-122.337,1500,7980
3784,8562400025,2014-09-16,816000.0,3,1.5,1180,8545,1.0,3,8,1180,0.0,1952,98004,47.623999999999995,-122.2,1660,9000
3785,5706201140,2014-11-21,533250.0,4,1.75,1520,15398,1.0,4,7,1370,1.0,1960,98027,47.5265,-122.05,1840,12500
3788,1245500099,2015-05-06,702000.0,3,2.5,2190,8528,1.0,3,8,1760,1.0,1991,98033,47.6943,-122.209,2060,9811
3792,5126900405,2014-07-31,169500.0,2,1.0,790,7450,1.0,4,6,790,0.0,1944,98058,47.4743,-122.17,800,7450
3793,5603800110,2014-09-15,586000.0,4,2.25,2130,9000,2.0,4,8,2130,0.0,1965,98006,47.5716,-122.15899999999999,2110,10431
3796,4235401055,2014-05-14,582500.0,2,1.5,1159,4800,1.0,3,7,1159,0.0,1948,98199,47.6592,-122.399,1640,4800
3798,1823049144,2015-01-28,225000.0,3,1.0,1000,9295,1.0,3,7,1000,0.0,1955,98146,47.483999999999995,-122.346,1320,13500
3803,8146300025,2014-08-13,772000.0,4,2.5,2500,8680,1.0,4,7,1250,1.0,1958,98004,47.6073,-122.19200000000001,2140,8680
3806,1250202430,2014-06-11,799000.0,3,1.5,2210,6300,1.5,5,8,2210,0.0,1916,98144,47.5892,-122.29,2700,6300
3807,1241900028,2015-04-17,880000.0,5,2.75,3020,9187,2.0,3,9,3020,0.0,2007,98033,47.6806,-122.167,2250,9675
3810,3905081500,2014-06-04,532000.0,3,2.5,1820,4910,2.0,3,8,1820,0.0,1993,98029,47.5703,-121.99600000000001,2090,6668
3813,9276200850,2014-06-16,460000.0,2,1.5,1090,4000,1.0,3,8,970,1.0,1951,98116,47.5798,-122.39299999999999,1700,4000
